login,org
igorHenriqueAraujo,ps-digital-payments;ps-corp-platform;ps-customer;developer-productivity;pagseguro-core
jaconis,ps-digital-payments
jcarlosanast,ps-digital-payments;ps-psp;pagseguro-core
jealmeidauolinc,ps-digital-payments;ps-infra;ps-apichannel;ps-customer;pagseguro-core
jmendesuol,ps-digital-payments;pagseguro-core
joaoabrodrigues,ps-digital-payments;ps-corp-platform;pagseguro-core
jonatasinvillia,ps-digital-payments;ps-web-channel;ps-corp-platform;ps-customer;pagseguro-core
JonathanCRocha,ps-digital-payments;ps-yami;ps-customer;ps-psp;developer-productivity;pagseguro-core;ps-commerce
jsantanajr,ps-digital-payments;ps-corp-platform;ps-infra;ps-yami;ps-customer;developer-productivity;pagseguro-core
jthiagolacerda,ps-digital-payments
jvernieri,ps-digital-payments;pagseguro-core
KaiqueLeao,ps-digital-payments
Karina-Nakashima,ps-digital-payments;ps-corp-platform;ps-customer;developer-productivity;pagseguro-core
kauevidal,ps-digital-payments;ps-corp-platform;ps-psp;developer-productivity;pagseguro-core
l-loureiro,ps-digital-payments
latrevisani,ps-digital-payments
lbernard0,ps-digital-payments;ps-customer
leandroeog,ps-digital-payments;ps-customer;pagseguro-core
leandrommoliveira,ps-digital-payments;ps-corp-platform;ps-customer
LeonardoAMesquita,ps-digital-payments;ps-yami
lopesuol,ps-digital-payments;ps-customer;pagseguro-core
lschevenin,ps-digital-payments
luanmarcondes,ps-digital-payments;ps-corp-platform;ps-acquirer;ps-yami;ps-psp;developer-productivity;pagseguro-core;ps-commerce;ps-crossborder
lucasdanfer,ps-digital-payments;pagbank;ps-customer
LucasRuy,ps-digital-payments;ps-web-channel
luisteodoro-jr,ps-digital-payments;pagbank;ps-financial-services;ps-mobileappchannel
lyoshioka,ps-digital-payments;ps-third-party-services
marcaocastro,ps-digital-payments
marcelorodriguespag,ps-digital-payments;pagbank;ps-mobileappchannel
MarcioCosta78,ps-digital-payments;developer-productivity;pagseguro-core
mathgraca,ps-digital-payments;pagseguro-core
max-willian,ps-digital-payments;pagseguro-core
mazevedo7,ps-digital-payments;ps-customer;developer-productivity;pagseguro-core
medina-luke,ps-digital-payments;ps-web-channel;pagseguro-core
mfsuzigan,ps-digital-payments;pagseguro-core
mggoes,ps-digital-payments;ps-financial-services;ps-corp-platform;ps-customer
MichaelBrendo,ps-digital-payments;pagseguro-core
MichelCordeiro,ps-digital-payments
miferreira8,ps-digital-payments;ps-corp-platform;ps-yami;developer-productivity;ps-commerce;ps-crossborder
mjpguerra,ps-digital-payments;pagbank
msfidelis,ps-digital-payments;ps-corp-platform;ps-yami;ps-psp;developer-productivity
MuriloMarquez111,ps-digital-payments;pagbank;ps-mobileappchannel
nafernanda,ps-digital-payments;ps-corp-platform;pagseguro-core
nataliagalotto,ps-digital-payments
natanaelrw,ps-digital-payments;ps-customer
olavoparno,ps-digital-payments;pagbank;ps-store;ps-web-channel;ps-customer;developer-productivity;pagseguro-core
oniliaguarato,ps-digital-payments;pagbank;ps-mobileappchannel
otavioremedio,ps-digital-payments;pagseguro-core
padovese,ps-digital-payments;ps-corp-platform;pagseguro-core
page-uolinc,ps-digital-payments;ps-customer
pantaps,ps-digital-payments;ps-web-channel;ps-corp-platform;ps-customer;pagseguro-core
peo-lmarques,ps-digital-payments;ps-servicedeskchannel;ps-acquirer;ps-customer;pagseguro-core
peoagottardi,ps-digital-payments;ps-web-channel;ps-third-party-services;ps-apichannel;pagseguro-core
perimcomm,ps-digital-payments;ps-financial-services;ps-store;ps-corp-platform;ps-acquirer;ps-poschannel;ps-psp;developer-productivity;pagseguro-core;ps-commerce
petersonsalme,ps-digital-payments;ps-customer;pagseguro-core
PSRoberthDiorges,ps-digital-payments;pagbank;ps-financial-services
rafaduka,ps-digital-payments;ps-corp-platform;ps-acquirer;ps-yami;ps-customer;developer-productivity;pagseguro-core
rafaelcarmonagil,ps-digital-payments;ps-corp-platform;ps-customer;developer-productivity;pagseguro-core
raffasena,ps-digital-payments;pagbank;ps-mobileappchannel
raphamendonca,ps-digital-payments;pagbank;ps-web-channel;pagseguro-core
ravansini,ps-digital-payments;ps-customer;ps-psp;developer-productivity;pagseguro-core
rbelini,ps-digital-payments;pagseguro-core
rcarpinelli,ps-digital-payments;pagbank
renan-assis-santos,ps-digital-payments;pagbank;ps-third-party-services;ps-customer;developer-productivity
Renatamaia86,ps-digital-payments
rffarias,ps-digital-payments
rgleme,ps-digital-payments;ps-corp-platform;developer-productivity
rgribeiro-uol,ps-digital-payments;pagbank;pagseguro-core
rkyamasaki,ps-digital-payments;ps-customer;ps-psp;pagseguro-core
rodrigoma,ps-digital-payments;ps-customer;pagseguro-core
rodrigormagalhaes,ps-digital-payments;pagbank;ps-mobileappchannel;ps-corp-platform;ps-customer;pagseguro-core
rogeriorodriguesoliveira,ps-digital-payments
romonteirouol,ps-digital-payments;pagbank;ps-mobileappchannel;ps-customer;developer-productivity
ropestana,ps-digital-payments;ps-corp-platform;ps-customer;pagseguro-core
rquinzani,ps-digital-payments;pagbank;ps-financial-services;ps-third-party-services;ps-apichannel;ps-customer
rrgomes88,ps-digital-payments;ps-corp-platform;ps-customer;pagseguro-core
rumd3x,ps-digital-payments;developer-productivity
rvicente11,ps-digital-payments;pagtrail;ps-corp-platform;developer-productivity
s2it-mcassunde,ps-digital-payments;pagbank;ps-financial-services;ps-customer;ps-psp;pagseguro-core
s2itgsilveira,ps-digital-payments;pagseguro-core
sandroBraga,ps-digital-payments;ps-customer;pagseguro-core
silva-andrre,ps-digital-payments;ps-customer;ps-psp;developer-productivity
tacitolima,ps-digital-payments;pagbank;ps-mobileappchannel;ps-web-channel;ps-customer;developer-productivity;pagseguro-core
tatianimeneghini,ps-digital-payments;ps-yami;ps-customer;developer-productivity
tgoes2607,ps-digital-payments;developer-productivity;pagseguro-core
thiago-trindade,ps-digital-payments;ps-corp-platform;developer-productivity;pagseguro-core
thiagohnunes,ps-digital-payments;pagbank;ps-customer;ps-psp;pagseguro-core
thiagoxpaiva,ps-digital-payments;ps-financial-services;ps-corp-platform;developer-productivity;pagseguro-core
thitorodrigo,ps-digital-payments;ps-corp-platform;pagseguro-core
thlimasantos,ps-digital-payments;ps-web-channel;ps-psp;pagseguro-core
thomazerlach,ps-digital-payments;pagbank;ps-corp-platform;ps-acquirer;ps-customer;pagseguro-core
tiagosantostqi,ps-digital-payments;ps-corp-platform;pagseguro-core
tqi-csouza,ps-digital-payments;ps-corp-platform;developer-productivity;pagseguro-core
tqi-darantes,ps-digital-payments;ps-wallet;pagbank;pagseguro-core
tqi-garvelos,ps-digital-payments
tqi-ggarcia,ps-digital-payments
tqi-jparreira,ps-digital-payments;ps-corp-platform;ps-psp;pagseguro-core
tqi-jsalvi,ps-digital-payments;pagbank;ps-financial-services;ps-corp-platform;ps-infra
tqi-lbrito,ps-digital-payments;pagbank;ps-mobileappchannel
tqi-lschlichting,ps-digital-payments;pagbank
tqi-mgiovanni,ps-digital-payments
tqi-msantos,ps-digital-payments;pagbank;ps-corp-platform;ps-customer;pagseguro-core
tqiadsoares,ps-digital-payments
tqiafranco,ps-digital-payments
tqialeite,ps-digital-payments;ps-wallet;developer-productivity
tqibbatista,ps-digital-payments;ps-wallet;pagseguro-core
tqiccarvalho,ps-digital-payments;pagbank
tqidfreitas,ps-digital-payments
tqidleite,ps-digital-payments;ps-corp-platform;developer-productivity;pagseguro-core
tqieroberto,ps-digital-payments;pagseguro-tilix;ps-corp-platform;ps-customer;developer-productivity
tqifdiniz,ps-digital-payments;ps-corp-platform;ps-apichannel;pagseguro-core
tqiIsaRocha,ps-digital-payments
tqilabreu,ps-digital-payments;ps-customer
tqircruz,ps-digital-payments;ps-corp-platform;ps-yami;ps-psp;developer-productivity
tqirmaia,ps-digital-payments;ps-corp-platform;ps-apichannel;pagseguro-core
tqitrezende,ps-digital-payments;pagseguro-core
tqivanderjunior,ps-digital-payments;ps-corp-platform;ps-customer;ps-psp;developer-productivity;pagseguro-core
uolvlopes,ps-digital-payments;pagbank;ps-mobileappchannel
vanessadants,ps-digital-payments;ps-customer;pagseguro-core
VFagundes,ps-digital-payments;pagbank
victoraugusto1,ps-digital-payments;ps-corp-platform;pagseguro-core
victorvsoares,ps-digital-payments;pagseguro-core
vimello,ps-digital-payments
vinibittencourt,ps-digital-payments;ps-psp;pagseguro-core;ps-commerce
viniciuscsoz,ps-digital-payments;pagseguro-core
vradan,ps-digital-payments;ps-third-party-services;ps-acquirer;ps-customer;developer-productivity
vyniciuspontes,ps-digital-payments;ps-corp-platform;developer-productivity;pagseguro-core
wesleyprado,ps-digital-payments;ps-customer
wgrafael,ps-digital-payments;ps-corp-platform;ps-infra;ps-yami;ps-customer;ps-psp;developer-productivity;ps-commerce;ps-crossborder
willian-viana,ps-digital-payments;ps-web-channel
yasmindias,ps-digital-payments;ps-financial-services;ps-customer;developer-productivity
ykabuki,ps-digital-payments;ps-web-channel;ps-corp-platform;ps-acquirer;ps-psp
yzingra,ps-digital-payments;ps-corp-platform;developer-productivity;pagseguro-core
mpalos,ps-wallet;pagbank;ps-financial-services;ps-corp-platform;ps-infra;ps-customer;pagseguro-core;ps-balance-cards
robsonflorentino,ps-wallet;pagseguro-core
tqi-mapereira,ps-wallet;pagbank;ps-customer
tqi-mmarques,ps-wallet;pagbank;ps-mobileappchannel;developer-productivity;pagseguro-core
tqi-rasilva,ps-wallet;pagbank;ps-mobileappchannel
tqi-vmarins,ps-wallet;pagbank;ps-mobileappchannel
tqi-warantes,ps-wallet;pagbank;ps-mobileappchannel;pagseguro-core
aazevedo85,pagbank
adiegues-zz,pagbank;pagseguro-core
afkklein,pagbank;ps-store;ps-corp-platform;ps-customer;developer-productivity;pagseguro-core
afraniosjr,pagbank;ps-customer
agnunes,pagbank;ps-financial-services;ps-mobileappchannel;ps-customer
agomides,pagbank
alcebiadessantana,pagbank;ps-financial-services;ps-store;ps-customer;pagseguro-core
alesouza-ps,pagbank;ps-customer;developer-productivity
AlexLeko,pagbank;ps-customer
Aline-Barreto,pagbank;ps-financial-services;ps-corp-platform;pagseguro-core
amalheiros,pagbank;ps-customer
amorimgabriel,pagbank;ps-customer;developer-productivity
ampcosta,pagbank;ps-web-channel;ps-corp-platform;ps-customer;developer-productivity;pagseguro-core
anaaoki,pagbank;ps-customer;pagseguro-core
AndreFirmoo,pagbank;ps-mobileappchannel;ps-web-channel;ps-commerce
antinobragancatqi,pagbank
atilabraga,pagbank;developer-productivity
avgomes,pagbank;developer-productivity
avgxc,pagbank;ps-mobileappchannel;ps-customer;developer-productivity;pagseguro-core
bapadua,pagbank;ps-servicedeskchannel;ps-customer;pagseguro-core
bfurtado-uolinc,pagbank;ps-third-party-services;ps-customer
bobzlolo,pagbank
brow-joe,pagbank;ps-mobileappchannel;ps-apichannel;ps-customer;pagseguro-core
brpimentel,pagbank;ps-web-channel;ps-corp-platform;ps-customer
bruno-fcarvalho,pagbank;ps-financial-services;pagseguro-core
BrunoDegan,pagbank
brunosouzar,pagbank
burnermanx,pagbank
cairodrigo,pagbank
camoraes,pagbank;ps-corp-platform;ps-infra;ps-customer
Carlos-Ot,pagbank;ps-mobileappchannel;ps-customer;pagseguro-core;ps-commerce
CarolGalvao,pagbank;ps-mobileappchannel;ps-acquirer;ps-psp;pagseguro-core
cernandes-ps,pagbank;ps-customer
chvaccari,pagbank;ps-financial-services;ps-mobileappchannel;ps-acquirer;ps-psp
cintiapedroso,pagbank;ps-store;ps-customer;ps-psp;pagseguro-core
CristinoDivino,pagbank;ps-mobileappchannel
ctlltargino,pagbank;ps-servicedeskchannel;ps-web-channel;ps-corp-platform;ps-acquirer;ps-customer;pagseguro-core
ctlmasantos,pagbank
danascimento,pagbank;ps-mobileappchannel;pagseguro-core
danielneto96,pagbank;ps-mobileappchannel;ps-psp
danielrsousa,pagbank;ps-financial-services;ps-mobileappchannel;ps-acquirer;ps-psp
davidGuedespb,pagbank
deesouza-invillia,pagbank;ps-servicedeskchannel;ps-web-channel;ps-third-party-services;ps-corp-platform;ps-customer;developer-productivity
DenisSMoreira,pagbank;ps-store;ps-corp-platform;ps-customer;pagseguro-core
densalazar,pagbank;ps-servicedeskchannel;ps-web-channel;ps-acquirer;ps-customer;pagseguro-core
diegorprado,pagbank;ps-mobileappchannel;ps-customer;pagseguro-core
dimebemer,pagbank;ps-customer;pagseguro-core
dnovaes,pagbank;developer-productivity
dnovio,pagbank
dofukuharaUOL,pagbank
douglasdionizio,pagbank;ps-corp-platform;ps-customer;developer-productivity;pagseguro-core
DouglasSantos,pagbank;ps-customer
duanniston,pagbank;ps-mobileappchannel
emamede,pagbank;ps-customer
emellopagseguro,pagbank;ps-servicedeskchannel;ps-web-channel;ps-corp-platform;ps-customer
emersonsenaTQI,pagbank
epaes,pagbank;ps-servicedeskchannel;ps-web-channel;ps-corp-platform;ps-acquirer;ps-customer;pagseguro-core
erferreirauol,pagbank;ps-mobileappchannel
erickpisco,pagbank;ps-financial-services
eriveltonfacundo,pagbank;ps-financial-services;ps-third-party-services;developer-productivity
esantana05,pagbank;ps-corp-platform;ps-customer;developer-productivity;pagseguro-core
estaife,pagbank;developer-productivity
evertonbrandao-qa,pagbank;ps-customer
fabhenrique-uol,pagbank;ps-servicedeskchannel;ps-web-channel;ps-corp-platform;ps-acquirer;ps-customer;pagseguro-core
fabiano-santos-fb,pagbank;ps-financial-services;developer-productivity;pagseguro-core
fabriciofelipe,pagbank;ps-mobileappchannel;ps-customer;developer-productivity;pagseguro-core
FagnerJoao-QA,pagbank;ps-financial-services;pagseguro-core
felipe-at,pagbank;ps-mobileappchannel
FelipeMenezesPagBank,pagbank;ps-mobileappchannel;ps-acquirer;ps-customer;ps-psp
flealuol,pagbank
fontana-murilo,pagbank;ps-servicedeskchannel;ps-corp-platform
fpirolo,pagbank;ps-web-channel;ps-corp-platform;ps-customer
FranclinC,pagbank;ps-customer;developer-productivity
Fredrib,pagbank
fsalata,pagbank;ps-customer
ftgouveia,pagbank;ps-web-channel;ps-corp-platform;ps-customer;developer-productivity;pagseguro-core
fuji-ps,pagbank
furlaneto,pagbank;ps-servicedeskchannel;ps-corp-platform;ps-acquirer;ps-customer;developer-productivity;pagseguro-core
fvastres,pagbank;ps-servicedeskchannel;ps-customer
gimenesthiago,pagbank;ps-store;ps-corp-platform;ps-customer
Giovanni-Luigi-Bruno,pagbank;ps-mobileappchannel;ps-customer
grecio-pags,pagbank;ps-mobileappchannel;ps-web-channel;ps-corp-platform;ps-customer;ps-psp;developer-productivity;pagseguro-core
gsantunes,pagbank
gtmartinez,pagbank;ps-web-channel;ps-corp-platform;ps-acquirer;ps-customer;pagseguro-core
guhenrique-ps,pagbank;ps-corp-platform;ps-customer;pagseguro-core
GuilhermeGatto,pagbank;ps-mobileappchannel;ps-acquirer
gulloa20,pagbank;ps-servicedeskchannel;ps-customer;pagseguro-core
halissonsj,pagbank;developer-productivity
helsilvapags,pagbank;ps-web-channel;ps-corp-platform;ps-customer;developer-productivity;pagseguro-core
HenriquePA,pagbank;pagseguro-tilix
hildequias,pagbank;ps-mobileappchannel;ps-acquirer;ps-customer;ps-psp
hrauer-pag,pagbank;ps-mobileappchannel;ps-customer
hugosilvac,pagbank;pagseguro-tilix
icefsilva,pagbank;ps-mobileappchannel;ps-customer;pagseguro-core
idd-csilva,pagbank;ps-financial-services;ps-corp-platform;ps-customer;ps-psp;pagseguro-core
idd-lbastos,pagbank;ps-financial-services;ps-customer
idd-lsilva,pagbank;ps-customer;developer-productivity;pagseguro-core
idd-mmachado,pagbank;ps-financial-services;ps-psp;pagseguro-core
idd-msantos,pagbank;ps-customer
idd-rchicone,pagbank;ps-web-channel;ps-corp-platform;ps-customer;developer-productivity;pagseguro-core
iddamazuti,pagbank;ps-servicedeskchannel;ps-corp-platform;ps-customer
idddfreitas,pagbank;pagseguro-core
iddjreis,pagbank;ps-financial-services;ps-customer;pagseguro-core
igoruol,pagbank;ps-mobileappchannel;developer-productivity
ironzep,pagbank;ps-commerce
ivanabilio001,pagbank;ps-customer;developer-productivity
jadsonpags,pagbank;ps-web-channel;ps-corp-platform;ps-acquirer;ps-customer;developer-productivity;pagseguro-core
jeniffermeireles,pagbank;ps-servicedeskchannel;ps-web-channel;ps-corp-platform;ps-acquirer;ps-customer;ps-psp;pagseguro-core
jenniferjmorais,pagbank;ps-store;ps-customer;developer-productivity;pagseguro-core
jerodac,pagbank
JessicaAlauk,pagbank;ps-customer
jessmelo,pagbank
jlccaires,pagbank;ps-customer
jmessiass,pagbank;ps-customer;developer-productivity
jnunes-dev,pagbank;ps-mobileappchannel
jonatasteixeira,pagbank;developer-productivity
jvelapagseguro,pagbank;ps-servicedeskchannel;ps-corp-platform;pagseguro-core
jvictororizinvillia,pagbank
KeviniOs,pagbank
ldibrowa,pagbank
lemefe21,pagbank
leomenezessz,pagbank;ps-third-party-services;ps-customer;developer-productivity
lferajo,pagbank;ps-customer
lhenningpagseguro,pagbank;ps-mobileappchannel;ps-corp-platform;ps-acquirer;ps-psp;developer-productivity;ps-commerce
LiegeLopes,pagbank;ps-mobileappchannel;developer-productivity
LoysGibertoni,pagbank;ps-financial-services;pagseguro-core
luanachen,pagbank;ps-mobileappchannel
LuanDamascenoUOLinc,pagbank;ps-financial-services;ps-mobileappchannel;pagseguro-core
lucasaquiles,pagbank;ps-store;ps-corp-platform;developer-productivity;pagseguro-core
LucasNetPOS,pagbank;ps-mobileappchannel;ps-web-channel;ps-commerce
lucrodrigs,pagbank
luizagarofalo,pagbank
LuizGadao,pagbank
luzejunior,pagbank
m1theus,pagbank;ps-customer;developer-productivity;pagseguro-core
marciorc,pagbank;ps-web-channel;ps-corp-platform;ps-customer;ps-psp;developer-productivity;pagseguro-core
marcoscontente,pagbank
maslima1,pagbank;pagseguro-tilix;ps-customer
MatheusAThomaz,pagbank;ps-mobileappchannel;ps-infra
matheusmpedrosa,pagbank
Mauricio-Silva-Invillia,pagbank
maykwillians,pagbank
mbmarazzi,pagbank
MicaelBrito,pagbank;ps-web-channel;ps-corp-platform;ps-customer;developer-productivity;pagseguro-core
mourodrigo,pagbank;ps-mobileappchannel;ps-customer;pagseguro-core
mrcsxsiq,pagbank;ps-financial-services;ps-customer
mrivereto,pagbank;ps-third-party-services;ps-corp-platform
mucorreia,pagbank
nadilsonsantanauolinc,pagbank
niconasc,pagbank;ps-financial-services;ps-corp-platform
nsdhalves,pagbank;ps-mobileappchannel;ps-web-channel;ps-customer;ps-commerce
occosta,pagbank;pagseguro-tilix
omesquita,pagbank
pagsdipereira,pagbank;ps-servicedeskchannel;ps-web-channel;ps-corp-platform;ps-customer
pallobo,pagbank;ps-customer
pamarcolino,pagbank;ps-customer
paulovieiraa,pagbank;developer-productivity;pagseguro-core
pedrocoloma,pagbank
pedrofsn,pagbank;ps-mobileappchannel
pedromourauol,pagbank
pedroPolonea,pagbank;ps-store;developer-productivity;pagseguro-core
pvegsantana,pagbank;ps-customer
rabueno,pagbank
rafaelcoelho,pagbank;ps-servicedeskchannel;ps-web-channel;ps-corp-platform;ps-customer;pagseguro-core
RaulSampaioAlves,pagbank;ps-acquirer
Raylatf,pagbank
RenanBarsaglini,pagbank;ps-financial-services;ps-corp-platform;pagseguro-core
renato-batista,pagbank;ps-mobileappchannel;ps-acquirer;ps-poschannel;ps-psp;pagseguro-core
rhamondias,pagbank;ps-mobileappchannel
rnanya,pagbank;ps-web-channel;ps-customer;pagseguro-core
rndtavares,pagbank;ps-servicedeskchannel;ps-customer;developer-productivity;pagseguro-core
RobsonPTeixeira,pagbank;ps-customer
rodmartinsps,pagbank;ps-servicedeskchannel;ps-corp-platform;pagseguro-core
rodrigo196,pagbank;ps-customer
rodrigogmdias,pagbank;ps-financial-services
ronojunior,pagbank;ps-servicedeskchannel;ps-corp-platform;ps-customer;pagseguro-core
RphRodrigues,pagbank;ps-customer
rsanchez-pags,pagbank;ps-web-channel;ps-corp-platform;ps-customer;developer-productivity;pagseguro-core
rstrufaldi,pagbank;ps-financial-services;ps-corp-platform;ps-customer
rvbrandao,pagbank;ps-customer
rviannaoliveira,pagbank;ps-mobileappchannel;ps-acquirer
s2it-fbruno,pagbank;ps-financial-services;ps-acquirer;ps-psp;developer-productivity;pagseguro-core
s2it-fdg,pagbank
s2it-lsouza,pagbank;ps-financial-services;ps-servicedeskchannel;ps-corp-platform;ps-customer;pagseguro-core
s2itgalves,pagbank;ps-corp-platform;ps-customer
s2itldeolindo,pagbank
sasantospag,pagbank;ps-customer
scostapag,pagbank
scremonini,pagbank;ps-mobileappchannel
sergioserejo,pagbank;ps-mobileappchannel;ps-web-channel;ps-corp-platform;ps-acquirer
sfurlaneto,pagbank;ps-customer
silassilvadev,pagbank
silvgabriel,pagbank;ps-customer;developer-productivity
svcacc-davos,pagbank
svcacc-pagb-github,pagbank
szanelato,pagbank;ps-corp-platform;ps-customer;pagseguro-core
tgambaro,pagbank;ps-customer;pagseguro-core
thejohnlima,pagbank;ps-acquirer;ps-psp
thiagoteixeiralima,pagbank;ps-financial-services
ThiagoWaishaupt,pagbank;ps-customer;developer-productivity;pagseguro-core
tmaldonado-pags,pagbank;ps-web-channel;ps-customer
tmbatista,pagbank;ps-corp-platform;ps-acquirer;ps-customer;ps-psp;developer-productivity;pagseguro-core
tqi-abraga,pagbank;ps-mobileappchannel;ps-customer
tqi-dcortes,pagbank;ps-financial-services;ps-customer
tqi-dosantos,pagbank
tqi-fbentes,pagbank;ps-mobileappchannel
tqi-gsousa,pagbank
tqi-hcerqueira,pagbank;ps-mobileappchannel
tqi-jrocha,pagbank;ps-mobileappchannel
tqi-keugenio,pagbank;ps-customer
tqi-lhenrique,pagbank;ps-customer
tqi-mcamargos,pagbank;ps-mobileappchannel
tqi-rguimaraes,pagbank
tqi-yrodriguez,pagbank
tqiabarbosa,pagbank;ps-mobileappchannel;ps-customer
tqibsilva,pagbank;ps-customer
tqifegarcia,pagbank
tqiglima,pagbank;ps-customer
tqikmendonca,pagbank;ps-mobileappchannel;developer-productivity
tqilochoa,pagbank
tqilsouza,pagbank;developer-productivity
tqimcosta,pagbank;ps-customer
tqimcunha,pagbank;ps-customer
tqipfarias,pagbank
tqipuchalski,pagbank;ps-financial-services;ps-customer
tqirandrade,pagbank;ps-financial-services
tqirqueiroz,pagbank
tqitqueiroz,pagbank;ps-web-channel;ps-corp-platform;ps-customer;pagseguro-core
twachholz,pagbank;ps-financial-services;ps-corp-platform;ps-customer
vfpinheiro,pagbank;ps-customer
vicpereira,pagbank;ps-financial-services;developer-productivity
victorpereiradepaula,pagbank;ps-mobileappchannel;ps-customer
ViniciusLimaFernandes,pagbank;ps-mobileappchannel;ps-web-channel;ps-corp-platform;ps-acquirer;ps-apichannel;developer-productivity;pagseguro-core
vinioliveirasilvapag,pagbank;ps-mobileappchannel
vitorruiz94,pagbank;ps-customer
vldavila,pagbank;ps-customer
VoyagerHerminio,pagbank;ps-store;ps-customer;pagseguro-core
vregina,pagbank
vtermartins,pagbank;ps-store;ps-corp-platform;ps-infra;ps-acquirer;pagseguro-core
wagfcruz,pagbank;ps-financial-services;ps-corp-platform
wallacehenriquesilva,pagbank;ps-corp-platform;ps-acquirer;ps-apichannel;ps-customer;developer-productivity;pagseguro-core
waloliveira,pagbank;ps-web-channel;ps-corp-platform;ps-customer
Wcisang,pagbank;ps-third-party-services
wensttay,pagbank;ps-store;developer-productivity;pagseguro-core
wesleycgs,pagbank;ps-financial-services
wesleyimamura,pagbank;ps-mobileappchannel;ps-apichannel;ps-customer;developer-productivity;pagseguro-core
wnabechima,pagbank;ps-mobileappchannel;developer-productivity
adnsantos1,ps-financial-services
aguarnier,ps-financial-services;ps-corp-platform;ps-acquirer;ps-psp;pagseguro-core
alanlgoncalves,ps-financial-services;ps-servicedeskchannel;ps-web-channel;ps-corp-platform;ps-psp;developer-productivity;pagseguro-core
aline-marqs,ps-financial-services
almariano,ps-financial-services
Arsousa234,ps-financial-services;ps-acquirer;ps-customer;ps-psp;pagseguro-core
arthurxavier,ps-financial-services
artviana,ps-financial-services;ps-customer;ps-poschannel
bnogueirauol,ps-financial-services
BrunoMendes97,ps-financial-services;ps-corp-platform;ps-customer;ps-psp;developer-productivity;pagseguro-core
camilacardozo1,ps-financial-services;ps-servicedeskchannel;ps-corp-platform;ps-acquirer;ps-customer;developer-productivity;pagseguro-core
celso-araujo,ps-financial-services;ps-customer
cespereira,ps-financial-services;ps-acquirer;ps-psp;developer-productivity;pagseguro-core
cin-aperes,ps-financial-services;ps-acquirer;ps-psp
cinvsilva,ps-financial-services;ps-customer
ctl-cquadros,ps-financial-services
ctl-vsilva,ps-financial-services;ps-customer
ctlfrauber,ps-financial-services
ctlwvargas,ps-financial-services;ps-store;ps-corp-platform;ps-acquirer;ps-psp;developer-productivity;pagseguro-core
daneebrand,ps-financial-services;ps-corp-platform;ps-acquirer;ps-psp;developer-productivity;pagseguro-core
ddeniel1,ps-financial-services;ps-customer;ps-psp;developer-productivity;pagseguro-core
denispose,ps-financial-services
diegodelmiro,ps-financial-services
dolivermetal,ps-financial-services;ps-acquirer;ps-customer;ps-psp;pagseguro-core
epelisser,ps-financial-services
EvertonRezendePS,ps-financial-services
fascbottaro,ps-financial-services
fasnsouza,ps-financial-services
fasraparecido,ps-financial-services
fbrandaouolinc,ps-financial-services;ps-mobileappchannel;ps-acquirer;ps-customer;ps-psp;pagseguro-core
fjordao-pag,ps-financial-services;ps-corp-platform
giuli-yamakawa,ps-financial-services;ps-corp-platform;ps-acquirer;ps-customer;ps-psp;developer-productivity;pagseguro-core
gsiqueiraps,ps-financial-services;ps-third-party-services
idd-jmartini,ps-financial-services
idd-jpinheiro,ps-financial-services;ps-customer;ps-psp;developer-productivity;pagseguro-core
idd-rcorreia,ps-financial-services;ps-customer;ps-psp;developer-productivity
isaciniciato,ps-financial-services;ps-customer
ivedduarte,ps-financial-services
jefersonbsa,ps-financial-services;ps-acquirer;ps-psp;developer-productivity;pagseguro-core
joaobonachinips,ps-financial-services
jumathias,ps-financial-services;ps-corp-platform
laryscdias,ps-financial-services
leonardocbotelho-uol,ps-financial-services
lpdsantos,ps-financial-services
lsenauol,ps-financial-services
lumsilva,ps-financial-services;ps-acquirer;ps-customer;ps-psp
lvjunior-ps,ps-financial-services;ps-servicedeskchannel;ps-acquirer;ps-customer;pagseguro-core
manhani-felipe,ps-financial-services;ps-corp-platform;ps-customer;pagseguro-core
mateus-s-santos,ps-financial-services
mayzahirosecosta,ps-financial-services;ps-corp-platform
mrdpaula,ps-financial-services
mvrech,ps-financial-services;ps-customer
nailsong,ps-financial-services
ninogueira,ps-financial-services;ps-acquirer;ps-customer;ps-psp;developer-productivity;pagseguro-core
omegamendes,ps-financial-services;ps-servicedeskchannel;ps-web-channel;ps-customer;ps-psp;developer-productivity;pagseguro-core
patrickfgrocha,ps-financial-services
paulociecomp,ps-financial-services
pdslsilva,ps-financial-services
pverdi-dev,ps-financial-services;ps-customer
rafabto,ps-financial-services;ps-psp;developer-productivity
rafaeltorress,ps-financial-services;ps-corp-platform;ps-acquirer;ps-customer;ps-psp;pagseguro-core
rafvpereira,ps-financial-services;ps-store;ps-corp-platform;ps-acquirer;pagseguro-core
renatofmsoares,ps-financial-services;ps-corp-platform;developer-productivity;pagseguro-core
rleoneti,ps-financial-services;ps-customer;ps-psp;developer-productivity;pagseguro-core
rmnpereira,ps-financial-services;ps-customer;pagseguro-core
RodrigoAPrado,ps-financial-services;ps-servicedeskchannel;ps-acquirer;ps-customer;developer-productivity;pagseguro-core
romotta,ps-financial-services;ps-servicedeskchannel;ps-acquirer;ps-customer;developer-productivity;pagseguro-core
rpmiranda-ps,ps-financial-services
SamuelHFerreiraUol,ps-financial-services
sj-silva,ps-financial-services
srburton,ps-financial-services;ps-store;ps-acquirer
